,cust_number,buisness_year,doc_id,converted_usd,business_code_enc,name_customer_enc,cust_payment_terms_enc,day_of_postingdate,month_of_postingdate,year_of_postingdate,day_of_createdate,month_of_createdate,year_of_createdate,day_of_due,month_of_due,year_of_due,clear_date,Aging Bucket
193,200705742,2020.0,1930660872.0,4041.99,66,842,19,17,3,2020,17,3,2020,20,4,2020,1969-12-28 01:09:00.156250020,
194,200769623,2020.0,1930676006.0,14666.28,66,2998,32,21,3,2020,21,3,2020,5,4,2020,1970-01-02 17:04:02.656250005,0-15
195,200780383,2020.0,1930860645.0,108570.13,66,1869,18,6,5,2020,6,5,2020,21,5,2020,1970-01-02 06:15:02.312500021,0-15
196,100031704,2020.0,1930796146.0,16196.66,66,755,31,17,4,2020,17,4,2020,21,6,2020,1969-12-31 09:45:44.207031271,
197,200561861,2020.0,1930774237.0,23448.25,66,560,18,10,4,2020,10,4,2020,25,4,2020,1969-12-31 21:32:46.879882837,
198,200761734,2020.0,1930701257.0,83095.78,66,1199,18,26,3,2020,26,3,2020,10,4,2020,1970-01-01 08:22:21.687500010,0-15
199,200769623,2020.0,1930724889.0,5801.67,66,2997,32,1,4,2020,1,4,2020,16,4,2020,1970-01-02 15:42:10.593750016,0-15
200,200769623,2020.0,1930677295.0,11515.66,66,3005,32,22,3,2020,22,3,2020,6,4,2020,1970-01-02 17:04:02.656250006,0-15
201,200900909,2020.0,1930623159.0,42647.01,66,2765,18,9,3,2020,9,3,2020,24,3,2020,1970-01-02 21:15:17.718750024,0-15
202,200726979,2020.0,1930665005.0,810.96,66,328,18,18,3,2020,18,3,2020,2,4,2020,1970-01-02 02:45:24.757812502,0-15
203,200769623,2020.0,1930719358.0,24504.26,66,3003,32,30,3,2020,30,3,2020,14,4,2020,1970-01-02 17:04:02.656250014,0-15
204,200353024,2020.0,1930875691.0,889.08,66,733,36,8,5,2020,1,5,2020,24,5,2020,1969-12-28 08:18:08.218750024,
205,200762950,2020.0,1930671888.0,173239.52,66,2919,18,21,3,2020,21,3,2020,5,4,2020,1970-01-05 04:08:36.375000005,0-15
206,200561861,2020.0,1930764482.0,30316.62,66,563,18,15,4,2020,15,4,2020,30,4,2020,1969-12-31 21:32:46.879882842,
207,200744019,2020.0,1930647824.0,17408.37,66,2794,18,13,3,2020,13,3,2020,28,3,2020,1970-01-04 10:43:01.875000028,0-15
208,200418007,2020.0,1930630519.0,840.67,66,94,18,13,3,2020,13,3,2020,28,3,2020,1970-01-06 17:35:12.125000028,0-15
209,200762301,2020.0,1930805217.0,56261.98,66,451,24,22,4,2020,22,4,2020,7,5,2020,1969-12-31 22:54:47.122558601,
210,200772670,2020.0,1930723923.0,1655.46,66,189,46,31,3,2020,31,3,2020,15,4,2020,1970-01-02 05:28:31.546875015,0-15
211,200769623,2020.0,1930683228.0,41629.12,66,3004,32,21,3,2020,21,3,2020,5,4,2020,1970-01-02 17:04:02.656250005,0-15
212,200744019,2020.0,1930730322.0,54651.53,66,2792,18,1,4,2020,1,4,2020,16,4,2020,1970-01-04 08:43:19.406250016,0-15
213,100047382,2020.0,1930637647.0,17733.56,66,2919,18,13,3,2020,13,3,2020,28,3,2020,1970-01-08 13:59:22.125000028,0-15
214,2002,2020.0,1930637979.0,10648.32,66,1548,30,13,3,2020,13,3,2020,17,4,2020,1970-01-08 20:34:15.125000017,0-15
215,200706844,2020.0,1930842076.0,38169.79,66,3067,18,30,4,2020,30,4,2020,15,5,2020,1970-01-09 05:06:09.875000015,0-15
216,200762301,2020.0,1930747271.0,3939.0,66,442,24,4,4,2020,4,4,2020,19,4,2020,1969-12-31 23:32:37.535156269,
217,102,2020.0,1930662684.0,29972.7,66,1519,30,18,3,2020,18,3,2020,22,4,2020,1970-01-09 10:24:56.062500022,0-15
218,200769623,2020.0,1930751769.0,56076.31,66,3001,32,6,4,2020,6,4,2020,21,4,2020,1970-01-02 16:26:12.234375021,0-15
219,200980828,2020.0,1930838209.0,17770.01,66,298,26,29,4,2020,29,4,2020,19,5,2020,1969-12-29 23:33:26.812500019,
220,200744019,2020.0,1930751781.0,58607.34,66,2788,18,6,4,2020,6,4,2020,21,4,2020,1970-01-02 17:45:08.875000021,0-15
221,200769623,2020.0,1930688185.0,16674.74,66,2998,32,24,3,2020,24,3,2020,8,4,2020,1970-01-02 17:04:02.656250008,0-15
222,200769623,2020.0,1930843169.0,32553.0,66,2997,32,1,5,2020,1,5,2020,16,5,2020,1970-01-02 15:42:10.593750016,0-15
223,140106408,2020.0,2960624581.0,58841.804,66,2994,5,7,4,2020,8,4,2020,18,4,2020,1970-01-13 11:15:17.750000018,0-15
224,200769623,2020.0,1930885491.0,52621.77,66,2998,32,12,5,2020,12,5,2020,27,5,2020,1970-01-02 16:26:12.234375027,0-15
225,200936373,2020.0,1930809945.0,88919.61,66,2656,18,23,4,2020,23,4,2020,8,5,2020,1970-01-02 20:37:27.296875008,0-15
226,140104285,2020.0,2960624684.0,72782.84999999999,66,404,5,29,3,2020,7,4,2020,17,4,2020,1970-01-05 20:40:06.000000017,0-15
227,200152991,2020.0,1930841854.0,1677.91,66,1414,18,30,4,2020,30,4,2020,15,5,2020,1970-01-01 17:00:31.203125015,0-15
228,200769623,2020.0,1930819119.0,41628.67,66,3003,32,23,4,2020,23,4,2020,8,5,2020,1970-01-02 17:04:02.656250008,0-15
229,200762301,2020.0,1930745999.0,6832.47,66,444,24,3,4,2020,3,4,2020,18,4,2020,1969-12-31 23:32:37.535156268,
230,200148860,2020.0,1930637644.0,16764.17,66,816,18,11,3,2020,11,3,2020,26,3,2020,1969-12-29 11:13:46.281250026,
231,2013,2020.0,1930681744.0,15259.08,66,1530,65,22,3,2020,22,3,2020,22,3,2020,1970-02-11 15:07:02.750000022,31-45
232,200752302,2020.0,1930733766.0,120098.69,66,1582,18,2,4,2020,2,4,2020,17,4,2020,1970-01-02 02:40:05.851562517,0-15
233,200797984,2020.0,1930585699.0,89737.26,66,2919,18,3,3,2020,3,3,2020,18,3,2020,1970-01-05 04:08:36.375000018,0-15
234,200744019,2020.0,1930800326.0,16874.59,66,2790,18,21,4,2020,21,4,2020,6,5,2020,1970-01-02 18:22:59.296875006,0-15
235,200726979,2020.0,1930783750.0,86.77,66,326,18,15,4,2020,15,4,2020,30,4,2020,1970-01-02 02:45:24.757812530,0-15
236,100031704,2020.0,1930744311.0,20757.8,66,749,18,5,4,2020,5,4,2020,20,4,2020,1970-01-01 04:17:20.480468770,0-15
237,200743123,2020.0,1930639867.0,145240.7,66,1583,18,12,3,2020,12,3,2020,27,3,2020,1970-01-02 02:40:05.851562527,0-15
238,200729290,2020.0,1930763883.0,42613.0,66,1589,18,4,4,2020,4,4,2020,19,4,2020,1970-01-02 03:17:56.250000019,0-15
239,200762301,2020.0,1930718141.0,9987.73,66,450,24,30,3,2020,30,3,2020,14,4,2020,1969-12-31 23:32:37.535156264,
240,200769623,2020.0,1930706309.0,10921.35,66,3002,32,26,3,2020,26,3,2020,10,4,2020,1970-01-02 17:04:02.656250010,0-15
241,200769623,2020.0,1930883498.0,60886.44,66,2997,32,10,5,2020,10,5,2020,25,5,2020,1970-01-02 16:26:12.234375025,0-15
242,200762301,2020.0,1930674261.0,546.63,66,447,24,20,3,2020,20,3,2020,4,4,2020,1969-12-31 23:32:37.535156254,
243,200705742,2020.0,1930612079.0,37970.55,66,848,11,6,3,2020,6,3,2020,7,4,2020,1969-12-28 07:05:14.000000007,
244,200353024,2020.0,1930607001.0,853.29,66,733,36,5,3,2020,1,3,2020,24,3,2020,1969-12-28 08:18:08.218750024,
245,200744019,2020.0,1930843065.0,43184.27,66,2798,18,30,4,2020,30,4,2020,15,5,2020,1970-01-04 10:43:01.875000015,0-15
246,200769623,2020.0,1930582850.0,32011.03,66,2996,32,1,3,2020,1,3,2020,16,3,2020,1970-01-02 15:42:10.593750016,0-15
247,200705742,2020.0,1930821659.0,303.62,66,844,18,23,4,2020,23,4,2020,8,5,2020,1969-12-28 07:05:14.000000008,
248,200466603,2020.0,1930804830.0,42993.7,66,2538,18,21,4,2020,21,4,2020,6,5,2020,1970-01-01 21:38:45.648437506,0-15
249,200704045,2020.0,1930592854.0,16817.42,66,2257,18,3,3,2020,3,3,2020,18,3,2020,1970-01-01 21:53:34.242187518,0-15
250,200726979,2020.0,1930659942.0,66.37,66,327,18,17,3,2020,17,3,2020,1,4,2020,1970-01-02 02:45:24.757812501,0-15
251,200769623,2020.0,1930853383.0,471.56,66,2998,32,3,5,2020,3,5,2020,18,5,2020,1970-01-02 17:04:02.656250018,0-15
252,140104409,2020.0,2960620205.0,3908.0789999999997,66,1672,5,10,3,2020,17,3,2020,27,3,2020,1970-01-05 22:37:28.468750027,0-15
253,140104409,2020.0,2960622232.0,107686.299,66,1673,5,23,3,2020,23,3,2020,2,4,2020,1970-01-05 21:26:51.156250002,0-15
254,200541916,2020.0,1930886411.0,34301.32,66,2919,18,15,5,2020,15,5,2020,30,5,2020,1970-01-04 21:36:10.531250030,0-15
255,200230690,2020.0,1930585735.0,3018.22,66,736,36,2,3,2020,1,3,2020,24,3,2020,1969-12-28 08:18:08.218750024,
256,200744019,2020.0,1930739949.0,11082.87,66,2795,18,4,4,2020,4,4,2020,19,4,2020,1970-01-04 10:43:01.875000019,0-15
257,200762301,2020.0,1930637501.0,69231.13,66,448,24,11,3,2020,11,3,2020,26,3,2020,1969-12-31 22:54:47.122558620,
258,200769623,2020.0,1930752538.0,41038.99,66,3001,32,6,4,2020,6,4,2020,21,4,2020,1970-01-02 17:04:02.656250021,0-15
259,200759878,2020.0,1930643630.0,8510.4,66,2391,31,13,3,2020,13,3,2020,17,5,2020,1970-01-01 09:22:16.519531267,0-15
260,200705089,2020.0,1930655043.0,21345.17,66,1432,18,17,3,2020,17,3,2020,1,4,2020,1970-01-01 17:00:31.203125001,0-15
261,200418007,2020.0,1930854463.0,7137.3,66,97,18,4,5,2020,4,5,2020,19,5,2020,1970-01-06 17:35:12.125000019,0-15
262,200723794,2020.0,1930594645.0,47755.62,66,1917,18,4,3,2020,4,3,2020,19,3,2020,1970-01-02 06:27:06.640625019,0-15
263,200782669,2020.0,1930767662.0,11770.15,66,2706,26,14,4,2020,14,4,2020,4,5,2020,1970-01-02 10:05:24.906250004,0-15
264,200772595,2020.0,1930733023.0,32390.73,66,2397,18,2,4,2020,2,4,2020,17,4,2020,1970-01-02 06:37:19.320312517,0-15
265,200769623,2020.0,1930828807.0,471.56,66,3000,32,26,4,2020,26,4,2020,11,5,2020,1970-01-02 17:04:02.656250011,0-15
266,200718130,2020.0,1930706380.0,8077.18,66,2731,18,26,3,2020,26,3,2020,10,4,2020,1970-01-02 18:22:59.296875010,0-15
267,200794332,2020.0,1930800572.0,32391.9,66,631,20,20,4,2020,20,4,2020,5,5,2020,1969-12-31 20:49:41.123046880,
268,140104440,2020.0,2960631309.0,82096.62999999999,66,2565,5,26,4,2020,27,4,2020,7,5,2020,1970-01-07 12:45:42.562500007,0-15
269,200769623,2020.0,1930798934.0,17881.44,66,2995,32,19,4,2020,19,4,2020,4,5,2020,1970-01-02 17:04:02.656250004,0-15
270,200759878,2020.0,1930671419.0,4061.53,66,2387,32,21,3,2020,21,3,2020,5,4,2020,1969-12-31 18:16:28.447265630,
271,200769623,2020.0,1930799626.0,25140.36,66,3002,32,20,4,2020,20,4,2020,5,5,2020,1970-01-02 17:04:02.656250005,0-15
272,200779906,2020.0,1930641039.0,21572.65,66,359,18,13,3,2020,13,3,2020,28,3,2020,1970-01-02 02:11:47.890625028,0-15
273,200769623,2020.0,1930794281.0,68350.38,66,3001,32,17,4,2020,17,4,2020,2,5,2020,1970-01-02 16:26:12.234375002,0-15
274,140104440,2020.0,2960629673.0,103372.66799999999,66,2559,5,21,4,2020,24,4,2020,4,5,2020,1970-01-07 12:45:42.562500004,0-15
275,200726979,2020.0,1930802645.0,112816.17,66,330,18,20,4,2020,20,4,2020,5,5,2020,1970-01-02 02:07:34.359375005,0-15
276,200799367,2020.0,1930594895.0,83383.24,66,1831,18,3,3,2020,3,3,2020,18,3,2020,1970-01-02 06:15:02.312500018,0-15
277,200769623,2020.0,1930717896.0,28286.29,66,3002,32,29,3,2020,29,3,2020,13,4,2020,1970-01-02 17:04:02.656250013,0-15
278,140104331,2020.0,2960621262.0,14182.349999999999,66,2919,5,18,3,2020,26,3,2020,5,4,2020,1970-01-15 01:58:57.125000005,0-15
279,200936373,2020.0,1930584451.0,15925.0,66,2652,18,3,3,2020,3,3,2020,18,3,2020,1970-01-02 21:15:17.718750018,0-15
280,200656729,2020.0,1930610818.0,30601.36,66,2119,18,6,3,2020,6,3,2020,21,3,2020,1970-01-01 21:53:34.242187521,0-15
281,200744019,2020.0,1930666642.0,2753.74,66,2791,18,19,3,2020,19,3,2020,3,4,2020,1970-01-02 18:22:59.296875003,0-15
282,200744019,2020.0,1930739330.0,3605.7,66,2791,18,3,4,2020,3,4,2020,18,4,2020,1970-01-02 18:22:59.296875018,0-15
283,200769623,2020.0,1930746954.0,6785.94,66,3002,32,5,4,2020,5,4,2020,20,4,2020,1970-01-02 17:04:02.656250020,0-15
284,200769623,2020.0,1930793575.0,9777.44,66,3004,32,16,4,2020,16,4,2020,1,5,2020,1970-01-02 17:04:02.656250001,0-15
285,200762301,2020.0,1930605664.0,24031.95,66,452,24,6,3,2020,6,3,2020,21,3,2020,1969-12-31 23:32:37.535156271,
286,200148860,2020.0,1930689325.0,32990.46,66,810,18,23,3,2020,23,3,2020,7,4,2020,1969-12-30 20:09:45.500000007,
287,200803720,2020.0,1930612090.0,66.48,66,723,36,6,3,2020,1,3,2020,24,3,2020,1969-12-28 18:01:56.375000024,
288,200416837,2020.0,1930857290.0,5917.77,66,718,34,5,5,2020,1,5,2020,11,5,2020,1969-12-28 08:18:08.218750011,
289,200726979,2020.0,1930822055.0,2396.03,66,324,18,24,4,2020,24,4,2020,9,5,2020,1970-01-02 02:45:24.757812509,0-15
290,2013,2020.0,1930571605.0,77.07,66,1538,65,28,2,2020,28,2,2020,28,2,2020,1970-02-11 15:07:02.750000028,31-45
291,200915438,2020.0,1930723164.0,6713.52,66,1177,18,1,4,2020,1,4,2020,16,4,2020,1970-01-01 17:56:06.464843766,0-15
292,200418007,2020.0,1930667012.0,8294.4,66,99,31,19,3,2020,19,3,2020,23,5,2020,1970-01-03 04:47:21.921875023,0-15
293,200769623,2020.0,1930798110.0,47118.53,66,3003,32,18,4,2020,18,4,2020,3,5,2020,1970-01-02 16:26:12.234375003,0-15
294,200455322,2020.0,1930605944.0,13326.85,66,2092,28,10,3,2020,10,3,2020,9,4,2020,1970-01-02 08:59:53.781250009,0-15
295,140106408,2020.0,2960618297.0,9394.021,66,2992,5,3,3,2020,11,3,2020,21,3,2020,1970-01-13 11:53:08.125000021,0-15
296,200762301,2020.0,1930701231.0,15724.32,66,450,24,26,3,2020,26,3,2020,10,4,2020,1969-12-31 23:32:37.535156260,
297,200744019,2020.0,1930738290.0,47540.39,66,2797,18,2,4,2020,2,4,2020,17,4,2020,1970-01-04 10:05:11.468750017,0-15
298,200992695,2020.0,1930820391.0,30065.62,66,2919,18,23,4,2020,23,4,2020,8,5,2020,1970-01-04 07:24:13.750000008,0-15
299,200744019,2020.0,1930834229.0,39358.28,66,2797,18,28,4,2020,28,4,2020,13,5,2020,1970-01-04 10:43:01.875000013,0-15
300,200592182,2020.0,1930708114.0,513.16,66,729,36,27,3,2020,16,3,2020,8,4,2020,1969-12-28 09:40:00.281250008,
301,200732755,2020.0,1930605355.0,7685.73,66,1581,18,6,3,2020,6,3,2020,21,3,2020,1970-01-02 03:17:56.250000021,0-15
302,140106408,2020.0,2960621281.0,9694.384,66,2984,5,21,3,2020,21,3,2020,31,3,2020,1970-01-13 11:53:08.125000031,0-15
303,140104440,2020.0,2960621461.0,164366.223,66,2557,5,18,3,2020,20,3,2020,30,3,2020,1970-01-07 12:45:42.562500030,0-15
304,200519201,2020.0,1930828957.0,197963.27,66,1572,18,28,4,2020,28,4,2020,13,5,2020,1970-01-01 16:22:40.789062513,0-15
305,200744019,2020.0,1930581162.0,17812.07,66,2796,18,29,2,2020,29,2,2020,15,3,2020,1970-01-04 10:43:01.875000015,0-15
306,200148860,2020.0,1930671635.0,13271.03,66,813,18,24,3,2020,24,3,2020,8,4,2020,1969-12-29 11:13:46.281250008,
307,200820380,2020.0,1930580873.0,15481.15,66,2538,18,1,3,2020,1,3,2020,16,3,2020,1970-01-02 04:12:58.101562516,0-15
308,200704858,2020.0,1930803141.0,100878.92,66,2976,18,22,4,2020,22,4,2020,7,5,2020,1970-01-04 02:18:23.750000007,0-15
309,200762301,2020.0,1930765333.0,76124.34,66,450,24,10,4,2020,10,4,2020,25,4,2020,1969-12-31 22:54:47.122558619,
310,200769623,2020.0,1930664599.0,4529.38,66,3003,32,19,3,2020,19,3,2020,3,4,2020,1970-01-02 17:04:02.656250003,0-15
311,200762301,2020.0,1930685195.0,1180.78,66,450,24,23,3,2020,23,3,2020,7,4,2020,1969-12-31 23:32:37.535156257,
312,200704045,2020.0,1930682821.0,17224.98,66,2264,18,22,3,2020,22,3,2020,6,4,2020,1970-01-01 21:53:34.242187506,0-15
313,200772595,2020.0,1930727467.0,2456.06,66,2404,18,3,4,2020,3,4,2020,18,4,2020,1970-01-02 06:37:19.320312518,0-15
314,200744019,2020.0,1930698648.0,33580.87,66,2797,18,25,3,2020,25,3,2020,9,4,2020,1970-01-04 10:43:01.875000009,0-15
315,200705742,2020.0,1930593648.0,10486.86,66,844,18,3,3,2020,3,3,2020,18,3,2020,1969-12-28 07:05:14.000000018,
316,200769623,2020.0,1930623848.0,14696.73,66,3004,32,10,3,2020,10,3,2020,25,3,2020,1970-01-02 17:04:02.656250025,0-15
317,200799342,2020.0,1930793138.0,78109.83,66,2919,18,16,4,2020,16,4,2020,1,5,2020,1970-01-05 04:08:36.375000001,0-15
318,140103480,2020.0,1991839741.0,21395.58,66,2207,56,27,2,2020,27,2,2020,12,4,2020,1970-01-02 02:21:37.835937512,0-15
319,100006311,2020.0,1930671166.0,20175.8,66,2919,18,18,3,2020,18,3,2020,2,4,2020,1970-01-08 16:28:08.375000002,0-15
320,200803720,2020.0,1930820211.0,1977.62,66,718,36,23,4,2020,16,4,2020,9,5,2020,1969-12-28 19:23:48.437500009,
321,200706844,2020.0,1930669778.0,15331.43,66,3060,18,21,3,2020,21,3,2020,5,4,2020,1970-01-09 05:06:09.875000005,0-15
322,200769623,2020.0,1930604650.0,15893.81,66,3003,32,7,3,2020,7,3,2020,22,3,2020,1970-01-02 17:04:02.656250022,0-15
323,200071186,2020.0,1930789924.0,46945.8,66,2919,18,16,4,2020,16,4,2020,1,5,2020,1970-01-04 20:58:20.125000001,0-15
324,200769623,2020.0,1930879136.0,59462.27,66,2996,32,9,5,2020,9,5,2020,24,5,2020,1970-01-02 16:26:12.234375024,0-15
325,200778870,2020.0,1930647008.0,9117.16,66,417,18,13,3,2020,13,3,2020,28,3,2020,1970-01-02 21:55:45.078125028,0-15
326,200769623,2020.0,1930622144.0,64440.87,66,2996,32,10,3,2020,10,3,2020,25,3,2020,1970-01-02 16:26:12.234375025,0-15
327,200148860,2020.0,1930710073.0,66356.43,66,814,18,27,3,2020,27,3,2020,11,4,2020,1969-12-29 10:35:55.859375011,
328,200782001,2020.0,1930610058.0,45773.88,66,1133,18,6,3,2020,6,3,2020,21,3,2020,1970-01-01 10:10:05.359375021,0-15
329,100026809,2020.0,1930731327.0,28778.75,66,2198,9,1,4,2020,1,4,2020,11,4,2020,1970-01-03 17:31:32.546875011,0-15
330,200769623,2020.0,1930655609.0,13347.31,66,2995,32,16,3,2020,16,3,2020,31,3,2020,1970-01-02 17:04:02.656250031,0-15
331,200769623,2020.0,1930772169.0,131.58,66,2997,31,11,4,2020,11,4,2020,15,6,2020,1970-01-03 08:09:50.734375015,0-15
332,200752302,2020.0,1930776636.0,75004.47,66,1581,18,12,4,2020,12,4,2020,27,4,2020,1970-01-02 02:40:05.851562527,0-15
333,200769623,2020.0,1930710731.0,28295.59,66,3000,32,27,3,2020,27,3,2020,11,4,2020,1970-01-02 17:04:02.656250011,0-15
334,200769623,2020.0,1930826845.0,2352.97,66,2997,32,26,4,2020,26,4,2020,11,5,2020,1970-01-02 17:04:02.656250011,0-15
335,200711029,2020.0,1930599202.0,66442.88,66,3024,18,4,3,2020,4,3,2020,19,3,2020,1970-01-09 04:28:19.437500019,0-15
336,200707822,2020.0,1930776550.0,160558.42,66,2227,18,13,4,2020,13,4,2020,28,4,2020,1970-01-02 02:52:19.835937528,0-15
337,200592182,2020.0,1930691960.0,36102.76,66,733,33,24,3,2020,16,3,2020,23,3,2020,1969-12-28 09:40:00.281250023,
338,200455322,2020.0,1930787156.0,49124.1,66,2097,28,14,4,2020,14,4,2020,14,5,2020,1970-01-02 08:22:03.382812514,0-15
339,200769623,2020.0,1930798325.0,55399.42,66,3002,32,18,4,2020,18,4,2020,3,5,2020,1970-01-02 16:26:12.234375003,0-15
340,200759878,2020.0,1930603081.0,14022.8,66,2385,32,4,3,2020,4,3,2020,19,3,2020,1969-12-31 18:16:28.447265644,
341,200739534,2020.0,1930842944.0,27131.85,66,2035,18,30,4,2020,30,4,2020,15,5,2020,1970-01-02 07:04:57.039062515,0-15
342,200424504,2020.0,1930594041.0,7405.23,66,1692,66,4,3,2020,15,3,2020,15,3,2020,1970-01-28 13:28:22.750000015,16-30
343,200769623,2020.0,1930729868.0,5310.44,66,3005,32,1,4,2020,1,4,2020,16,4,2020,1970-01-02 15:42:10.593750016,0-15
344,100058003,2020.0,1930599489.0,2374.48,66,2919,11,4,3,2020,4,3,2020,5,4,2020,1970-01-08 13:59:22.125000005,0-15
345,200769623,2020.0,1930609796.0,79262.64,66,2999,32,8,3,2020,8,3,2020,23,3,2020,1970-01-02 16:26:12.234375023,0-15
346,200732755,2020.0,1930760367.0,79604.8,66,1587,18,8,4,2020,8,4,2020,23,4,2020,1970-01-02 02:40:05.851562523,0-15
347,200418007,2020.0,1930773639.0,52193.28,66,89,18,10,4,2020,10,4,2020,25,4,2020,1970-01-06 16:57:21.718750025,0-15
348,200769623,2020.0,1930584953.0,661.11,66,2995,32,1,3,2020,1,3,2020,16,3,2020,1970-01-02 15:42:10.593750016,0-15
349,200781484,2020.0,1930860068.0,35464.06,66,2919,18,5,5,2020,5,5,2020,20,5,2020,1970-01-05 04:46:26.781250020,0-15
350,200775094,2020.0,1930772956.0,96825.11,66,2424,18,10,4,2020,10,4,2020,25,4,2020,1970-01-02 05:59:28.921875025,0-15
351,200152991,2020.0,1930668256.0,1812.31,66,1421,18,18,3,2020,18,3,2020,2,4,2020,1970-01-01 17:00:31.203125002,0-15
352,200769623,2020.0,1930594653.0,7230.78,66,3003,32,4,3,2020,4,3,2020,19,3,2020,1970-01-02 17:04:02.656250019,0-15
353,140104429,2020.0,2960616774.0,25041.589999999997,66,644,5,3,3,2020,5,3,2020,15,3,2020,1970-01-03 20:22:33.734375015,0-15
354,100031704,2020.0,1930747630.0,728.78,66,756,31,5,4,2020,5,4,2020,9,6,2020,1969-12-31 09:45:44.207031259,
355,200769623,2020.0,1930854376.0,53201.11,66,3000,32,3,5,2020,3,5,2020,18,5,2020,1970-01-02 16:26:12.234375018,0-15
356,200772670,2020.0,1930583800.0,602.9,66,192,46,28,2,2020,28,2,2020,14,3,2020,1970-01-02 05:28:31.546875014,0-15
357,200148860,2020.0,1930691226.0,19666.18,66,818,18,23,3,2020,23,3,2020,7,4,2020,1969-12-29 11:13:46.281250007,
358,200797452,2020.0,1930641707.0,204.43,66,2911,18,11,3,2020,11,3,2020,26,3,2020,1970-01-04 06:32:49.718750026,0-15
359,140105785,2020.0,2960628703.0,27074.754,66,2497,5,13,4,2020,22,4,2020,2,5,2020,1970-01-09 14:21:58.375000002,0-15
360,200769623,2020.0,1930730277.0,15562.99,66,3001,32,1,4,2020,1,4,2020,16,4,2020,1970-01-02 15:42:10.593750016,0-15
361,200769623,2020.0,1930792925.0,9099.16,66,2997,32,16,4,2020,16,4,2020,1,5,2020,1970-01-02 17:04:02.656250001,0-15
362,200769623,2020.0,1930720154.0,10472.25,66,2998,32,31,3,2020,31,3,2020,15,4,2020,1970-01-02 17:04:02.656250015,0-15
363,200772595,2020.0,1930719448.0,1235.36,66,2404,18,30,3,2020,30,3,2020,14,4,2020,1970-01-02 06:37:19.320312514,0-15
364,200759878,2020.0,1930768133.0,54312.68,66,2388,32,10,4,2020,10,4,2020,25,4,2020,1969-12-31 17:38:38.033203150,
365,200707822,2020.0,1930752516.0,104769.48,66,2226,18,5,4,2020,5,4,2020,20,4,2020,1970-01-02 02:52:19.835937520,0-15
366,200743996,2020.0,1930723439.0,47975.78,66,2618,18,31,3,2020,31,3,2020,15,4,2020,1970-01-02 17:45:08.875000015,0-15
367,200769623,2020.0,1930637364.0,13956.09,66,3003,32,13,3,2020,13,3,2020,28,3,2020,1970-01-02 17:04:02.656250028,0-15
368,200769623,2020.0,1930776679.0,39143.19,66,2996,32,12,4,2020,12,4,2020,27,4,2020,1970-01-02 17:04:02.656250027,0-15
369,200769623,2020.0,1930651757.0,42089.37,66,3005,32,14,3,2020,14,3,2020,29,3,2020,1970-01-02 17:04:02.656250029,0-15
370,200769623,2020.0,1930893128.0,31794.87,66,3002,32,12,5,2020,12,5,2020,27,5,2020,1970-01-02 17:04:02.656250027,0-15
371,200749225,2020.0,1930862405.0,100980.4,66,2671,18,6,5,2020,6,5,2020,21,5,2020,1970-01-02 17:45:08.875000021,0-15
372,200759082,2020.0,1930654371.0,36479.01,66,1342,18,15,3,2020,15,3,2020,30,3,2020,1970-01-02 03:17:56.250000030,0-15
373,200769623,2020.0,1930652946.0,58014.2,66,3004,32,14,3,2020,14,3,2020,29,3,2020,1970-01-02 16:26:12.234375029,0-15
374,200759878,2020.0,1930732203.0,14016.25,66,2393,32,3,4,2020,3,4,2020,18,4,2020,1969-12-31 18:16:28.447265643,
375,200729942,2020.0,1930691589.0,11657.35,66,2390,18,24,3,2020,24,3,2020,8,4,2020,1970-01-02 08:58:39.882812508,0-15
376,200230690,2020.0,1930804276.0,242.28,66,735,36,21,4,2020,16,3,2020,8,4,2020,1969-12-28 09:40:00.281250008,
377,200148860,2020.0,1930587100.0,84250.05,66,815,18,3,3,2020,3,3,2020,18,3,2020,1969-12-29 10:35:55.859375018,
378,140104440,2020.0,2960625185.0,81206.81099999999,66,2561,5,4,4,2020,5,4,2020,15,4,2020,1970-01-07 12:45:42.562500015,0-15
379,100031704,2020.0,1930802865.0,728.78,66,756,31,20,4,2020,20,4,2020,24,6,2020,1969-12-31 09:45:44.207031274,
380,200769623,2020.0,1930819014.0,23794.84,66,3000,32,22,4,2020,22,4,2020,7,5,2020,1970-01-02 17:04:02.656250007,0-15
381,200769623,2020.0,1930587521.0,5037.44,66,2996,32,3,3,2020,3,3,2020,18,3,2020,1970-01-02 17:04:02.656250018,0-15
382,200790107,2020.0,1930863517.0,119035.35,66,2919,24,6,5,2020,6,5,2020,21,5,2020,1970-01-04 22:12:22.531250021,0-15
383,200739074,2020.0,1930660502.0,18008.27,66,2919,18,20,3,2020,20,3,2020,4,4,2020,1970-01-05 07:07:47.343750004,0-15
384,140104440,2020.0,2960624964.0,112913.43,66,2559,5,1,4,2020,8,4,2020,18,4,2020,1970-01-07 12:45:42.562500018,0-15
